North Square
Review,Rating,Date
"This restaurant has been consistently great. The food is top notch, and the prices are moderate. We always enjoy dining here and have no problem recommending it to others.",4,"Dined on April 18, 2010"
"One of my favorite restaurants in the City. It's quietley elegant and cosy without being small or crowded and the noise level is low to moderate. The food is extremelly fresh and cooked to perfection and when you ask for it rare, it is! Seafood is wonderful with nice light sauces and very well cooked side order like broccoli or creamed spinach. I was able to stick to a low glycemic diet very easily. Prices are moderate and their wine list is fabulous. We had a dinner for 2 with an expensive bottle of wine and the bill was $130 including tip.",5,"Dined on April 18, 2010"
The prices were surprisingly low for the neighborhood and style of food. The food was good but definitely not great. The service was hands-off and borderline inattentive.,3,"Dined on April 17, 2010"
"I picked this place because I knew it would be quiet. It is the rare place in the village where you can hear a conversation. We were not rushed, and the food was fine. Noone raved about it, but all the plates were clean. I come here often because of the laid back atmosphere.",4,"Dined on April 14, 2010"
We love the North Square Jazz brunch on Sunday. Food is great...entertainment wonderful and service very good. We try to go as often as possible.,4,"Dined on April 11, 2010"
"North Square is always a dependably great meal - lots of selection, fresh ingredients, and attentive service. We bring our own wine to enhance our meal, and feel that the corkage fee is fair. It continues to be our favorite restaurant for visiting friends and relatives.",5,"Dined on April 4, 2010"
"The menu is very innovative with lots of good choices. You are able to change the vegetables if you'd like something from a different entree. I find this very desirable since there are foods I am not able to eat. I had the duck breast with roasted beets which was absolutely delicious, and my friends who had the pork tenderloin were very pleased. The ambience is lovely with fresh flowers and the richly painted tile pictures go very well with the wall color. This was my first time at North Square and it was a very pleasurable dining experience.",4,"Dined on April 3, 2010"
"We've been to North Square many times and although this time our server was less than responsive the restaurant -- its food, ambience and spirit-- were as always very good. It's in our neighborhood and it's a bargain. The food is always very good and we'll, of course, be back.",4,"Dined on March 29, 2010"
"The service was, overall, not satisfactory for this visit to North Square. Our waitress left mid-service, the hostess then doubling as server. We asked questions about a dessert, she repeated what was already on the menu. Then silence. Perhaps we should have asked her to consult with a more-knowledgeable server for more specifics?

And when we arrived on time, there were no tables available. Do they not check, nor honor Open Table online reservations?

The food was, as usual, quite wonderful. Perhaps this service was the exception to the usually reliable rule.",4,"Dined on March 27, 2010"
"I have lunched, dined, met friends for drinks and attended group events here - it is one of my favorite places when I'm in the Village, as I can ALWAYS count on having a lovely experience, good food and hearing my own conversation! It's great!!!!",5,"Dined on March 25, 2010"
Best option in the neighborhood for a business or professional lunch.,3,"Dined on March 25, 2010"
The food was predictably delicious and attractively presented. The wait staff was appropriately attentive. The environment was such that four people could have a conversation at the table without difficulty. We're already looking forward to our next visit.,5,"Dined on March 21, 2010"
"I loved it so much the first time I went back the very next night with a friend and it lived up to the previous night's experience. I love the way they offer entrées and sides a la carte. That way I can get a steak and avoid the frites, substituting a cauliflower mash so I can keep the carbs way low. Pepper crusted filet mignon was perfectly cooked more flavorful than I've had in a long time. And the complimentary olives are out of this world, the best I've ever had. And I just had to indulge in the nicely varied bread basket, dipping tidbits in the very taste olive oil provided.",4,"Dined on March 17, 2010"
"Jazz brunch was a terrific deal. Good music, plenty of space and no surcharge for the jazz. Very reasonably priced brunch.",4,"Dined on March 14, 2010"
Fantastic food. Decor is pretty dated and crowd skews toward the older (50+) type patron.,4,"Dined on March 14, 2010"
"The food was delicious! However the waitress was really did not have a pleasant attitude toward us. We were seated at a table before our party was complete and as it was a hot day, we asked for water and she gave us a nasty look and from then on, dropped things at our table rather than placed them and tried to ignore us when we needed service.",4,"Dined on March 13, 2010"
North Square is simply wonderful. Everything is freshly made and prepared with care and heart.,5,"Dined on March 12, 2010"
"Very nice food selection. I loved the sausage & cheese appetizer. The pork tenderloin was great, very tender and the sauce was very well done. The brownie sundae was a great dessert.

There was a very loud and obnoxious table next to us. Not the restaurant's fault as the rest of it seemed pretty quiet with small parties. But it did contribute to the noise level greatly. It's kind of a tight (but not small) space so any extra noise probably sounds louder than it really is.",4,"Dined on March 7, 2010"
"North Sqaure is a perfect neighborhood spot for casual business meetings or get-togethers over a meal. The food is always good, the service attentive and it's possible to have an undisturbed conversation. The ambiance is just right, in the middle between too relaxed and too formal. The price is right as well. It's always my first choice when meeting colleagues from NYU for business meals, and I look forward to trying the Sunday brunch.",3,"Dined on March 5, 2010"
"Always quiet, nice atmosphere and good food.",4,"Dined on March 3, 2010"
"This place is near my office, so I've only been for lunch. But the food is always great, and the staff is friendly (but not quick.)",4,"Dined on February 25, 2010"
"North Square is a hidden gem. Inventive, modern and beautifully cooked food(several of us wanted to lick our plates at some point in the meal. We felt spoilt for choice by the menu and every plate was delicious. Teensy bit stuffy - we were shushed by a neighbouring table for laughing at one point, and were the youngest diners by 20 years. Overly laid back service - wine wasn't left on the table, waiters preferring to serve throughout, but then we had to keep waiving for attention. Waiter also didn't feel the need to write down our order (it was the only intellectual stimulation he got in his day, he told us) but the wrong salad appeared initially for one of our party, so perhaps he brain wasn't quite up to the workout...",4,"Dined on February 22, 2010"
Very professional from the minute that I opened the door. Well staffed with a nice atmosphere. Food nicely presented and tasty. I will come back again and refer others.,4,"Dined on February 20, 2010"
"the best restaurant in the village.....we love having dinner there and try to make it often....service is excellent, food is divine always, and price is very fair.....just love it there!!!!!",5,"Dined on February 19, 2010"
"We went to North Square for Valentine's day, which had a prix fixe menu. The food was delicious, but I was rather disappointed with the service. While somewhat attentive at first, our server disappeared after our entrees were brought out, and once we were finished our plates sat empty on our table for nearly 20 minutes. I do prefer a wait staff that is not always hovering, but I also want to be able to flag down a server if i need something. However, the food was very very good, really enjoyed every course.",3,"Dined on February 15, 2010"
Had a lovely Valentines Day meal at this intimate restaurant.,4,"Dined on February 15, 2010"
This is a great brunch place for those who like a more sedate brunch. Especially good for those who don't like a lot of noise.,4,"Dined on February 13, 2010"
Aside from very good food it's a great place to dine with friends and be able to talk. Noise level very low and service professional and not intrusive..,4,"Dined on February 5, 2010"
Food needed a bit more flavoring. Service good,4,"Dined on February 4, 2010"
"Theres something about the ambiance, size, and vibe that instantly made it one of my top favorite places. Very nice if you like a predominantly seafood menu, the food is good, too.",5,"Dined on February 2, 2010"
"The rack of lamb was maybe the best I've had in recent memory, and my friend said the lamb shank was perfectly done and flavored. It's a great neighborhood place to eat. And the price was reasonable.",5,"Dined on February 2, 2010"
"very nice restaurant with relaxed ambience, attentive service, comfortable seating and good food. fine place for adults who crave a dining experience in which they can eat in peace and even have a conversation with the people they came in with.",4,"Dined on February 1, 2010"
"The food was very good, however the dated decor really took away from the experience. It almost looked as though we were dining in a Holiday Inn dining room. However, food & service was great!",3,"Dined on January 31, 2010"
"The food here is wonderful, but the service was not knowledgeable about the menu or the wine list and failed to convey when there were elements of the menu that had run out.",3,"Dined on January 30, 2010"
The food is consistently excellent. We love it.,4,"Dined on January 30, 2010"
"Our waitstaff was a bit inattentive, but polite. Pre-dinner cocktails were, as always, fabulous. And the food was quite good. Nothing mind-blowing, but very good, and at reasonable prices and it's not too hard to get a reservation.",3,"Dined on January 28, 2010"
"The decor was a little old school, a little like a glorified Denny's. But the food was very good, the service was very casual. Nice location.",3,"Dined on January 26, 2010"
This is a lovely spot in Washington Square. Very cozy for get togethers with friends and the food was very good--delicious Mahi Mahi and loved the bread pudding for dessert.,4,"Dined on January 24, 2010"
"I would recommend this restaurant to anyone who desires quality food in a warm and welcoming setting. The ""a la carte"" menu section allows you to customize your meal by selecting your own side(s) for your main dish. The Prix fixe is also a wonderful option.",5,"Dined on January 17, 2010"
"North Square proved to be a lovely dining experience. Main entrees, appetizers and salads were most interesting, finely prepared and delicious. Desserts were sup par but did not ruin our visit. We look forward to returning soon.",5,"Dined on January 16, 2010"
"A superb, beautiful small neighborhood restaurant. Wonderful menu and reasonable prices.",5,"Dined on January 14, 2010"
"Great food, great music at brunch and very reasonable prices....hate for the world to know it but this place is a real find!!!",4,"Dined on January 11, 2010"
"Had a wonderful experience. The staff was very accomodating after a slight mix up in a changed reservation they came thru with every effort to please. Food was lovely, great wine to choose from. A pretty restaurant.",4,"Dined on January 10, 2010"
"This casual restaurant is ALWAYS warm and welcoming, and seems to be a neighborhood favorite. There is a front entrance to the restaurant on the Northwest corner of Washington Square, and a side entrance which leads to the spacious bar/lounge in the rear. In addition to the usual menu and a prix fixe offering, the menu cleverly lists some ""a la carte"" entrees and sides so that you can customize your own meal. Happily, they also allowed us to bring our own wine (corkage fee $15). A delightful experience on all counts.",5,"Dined on January 10, 2010"
Love having hanger steak for brunch! Can't wait to go back and try the Pumpkin Pecan Pancakes! The ambiance was nice but you can still hear people having conversations a few tables away. I would still go back and eat there though!,4,"Dined on January 10, 2010"
"Things got better after our waiter immediately asked us for our food order when we hadn't looked at the menus, been offered drinks or even had water poured in our glasses.
Attractive, cozy restaurant with exposed brick walls and contemporary art. Very good food and decent wine list.",3,"Dined on January 9, 2010"
"Food was very good and prices were reasonable, but the restaurant was extremely quiet. Also our waitress seemed to disappear after serving dessert so we waited a while then finally asked the manager for our check. We did not see our waitress the last 30 minutes we were there, I found that very strange.",3,"Dined on January 2, 2010"
Food and service excellent! will go again! Surf and turf outrageous!,5,"Dined on January 1, 2010"
It is always a delicious and consistent dining experience. A truly delightful restaurant.,4,"Dined on December 29, 2009"
"Great spot for Xmas Eve, never made us feel rushed, server interacted wonderfully with all customers, remembered from our reservation that we had to be done by 8:30 and even brought us complementary beets when we couldn't decide between the sides! Special requests anticipated and acted upon by the server. Plan on at least $50 per person including tip, minus dessert. We were there for about 2 hours. Food was fabulous.",5,"Dined on December 25, 2009"
"food was good, somewhat marred by poor service. they weren't ready for us when we arrived, though restaurant was empty. We waited 20 minutes, and we finally went to find the host who said it would be a little while longer. No one offered us drinks or food, though we waited in the lounge, no one took our coats. When we got to our table, they couldn't find the bottle of wine we ordered, then it wasn't chilled enough. I expected more, particularly since it was an expensive meal.",3,"Dined on December 25, 2009"
"The restaurant was quite busy and crowded and we were seated in a corner over by the jazz group that was playing. The table was a bit small for three people and service not very attentive. It took a long time to get the check and there were very few tables still active, which just means that they were not paying attention. I have been here on other occasions with better service.",3,"Dined on December 20, 2009"
North Square is a reliable and very reasonably priced standby.  The atmosphere is pleasant and the food is good.  The service is only okay.  There must be a large turnover in personnel because we have been there many many times and no matter when we go we are always treated like we have never been there before.  They need to work on that.,3,"Dined on December 13, 2009"
"North Square is pleasantly dark, has delicous food and excellent service. I go there a lot for lunch and dinner and both meals are well-prepared and fresh. And NS is always(!) this way. There is very little variation in the quality of the food or service.",4,"Dined on December 12, 2009"
"I'd forgotten how good their food is. Imaginative pairings, and lots of wonderful flavors. We love it.",4,"Dined on December 9, 2009"
lovely little restaurant. feels like you live in the neighborhood and you've been invited over for dinner by a friend.....who cooks well,5,"Dined on December 6, 2009"
"We thought it was ""fine."" If I happened to be in the neighborhood, I would go there again, but I wouldn't go out of the way. I thought the combination of tastes in the dishes were very interesting, but execution was nothing special. The price at the end seemed very reasonable for the amount of food we had.",3,"Dined on December 6, 2009"
"This was our third visit to North Square. All of our meals have been very good. We particularly value North Square for its quiet, relaxed atmosphere. It's a very good choice for dinner after a difficult day.
'",4,"Dined on December 4, 2009"
"North Square is one of the unheralded dining spots in NYC. The food is far better than its relatively modest prices would indicate, the service is always capable, friendly, and efficient, and the ambiance is warm and welcoming. The lounge is also a special place and worth checking out.",4,"Dined on November 30, 2009"
"The food was fantastic and the service was excellent. Quite honestly, that was what was important. As far as the atmosphere goes...there is none. It was very quiet and the patrons were mostly older but it was good food at a great value. And the prix fix was outstanding. So you can sacrifice one thing for the other.",4,"Dined on November 29, 2009"
"The North Square is truly a fabulous restaurant! It is a real neighborhood gem!
The food was superb, cooked to perfection, with wonderful sauces and tastes....as good as it gets for any fine restaurant in nyc! We had a fabulous meal! Our compliments to Chef Yoel Cruz for a very varied menu and for his wonderful cooking!",5,"Dined on November 29, 2009"
"excellent, very good food, service and ambience.",5,"Dined on November 27, 2009"
I went for thanksgiving and the pre fixe menu was so extensive. Everything my party and I had was absolutely fantastic!! Such great service and atmosphere! Loved it!!,5,"Dined on November 27, 2009"
"We were staying at the adjoining hotel and met local friends to catch up and enjoy the Sunday Jazz Brunch. It was everything we expected . . intimate surroundings, good music and enjoyable food.",3,"Dined on November 22, 2009"
The crab cakes and the tuna tartare appetizers were very good and were at a fair price.The bread and olives served before the meal were excellent. The yellowfin tuna entree and the ravioli were great. The service was good as well. My only concerns were with the decor and temperature of the restuarnt. The decor looked like a typical old Italian restaurant in NJ that needed a major update (only thing missing was the plastic plants). There were at least 3 different kinds of wallpaper and very eighties style pictures. Despite the outside temperature being about 50 degrees the restaurant pumped out the AC at max and several guests were wearing their winter jackets at the dinner tables-this should never happen!I would not return despite the food.,3,"Dined on November 15, 2009"
"I have been to this restaurant several times. This is the first time that both my husband and I were disappointed with the food. I ordered scallops as a main course and they were loaded with black pepper. The side dish of diced squash had red pepper on it. This was not indicated on the menu.
My husband's short rib was stringy.
Our two friends ordered pork tenderloin which they said was delicious. It looked juicy and was served with firm brussel sprouts.
I will try again as this is a neighborhood restaurant and the first time that they disappointed.",3,"Dined on November 13, 2009"
"A pleasant surprise. Very tasty food, decent service, extremely reasonable prices for the quality. Portions a bit too large for my taste but many would disagree. We were especially grateful for the $15 corkage, which allowed us to bring in an excellent bottle that we could never afford ordering from a restaurant wine list.",4,"Dined on November 12, 2009"
"We chose this restaurant based upon a solid review from Zagats and were not disappointed. We arrived at 5:30, the place was empty and we were immediately seated. Within half an hour it was much busier with many ""locals"" so the noise level escalated. Tables are about two feet apart which means you are listening to other conversations without meaning too. Our wait person seemed to be new and had to go into the ktichen every time we asked a question about an item. Menu was diverse enough to satisfy both of us. Food was well prepared and matched the description provided on the menu. We would have preferred better pacing since the main course arrived shortly after we finished the first course, but we lingered over desset.",3,"Dined on November 8, 2009"
"Basement restaurant. Great food. However, the ambiance and clientele is a bit 'dated' and 'retired'. It does not have much character -and could be a part of the Marriott.",3,"Dined on November 7, 2009"
"LOVED the food. The best olives I've ever had as a starter and it just got better (the olives are a proprietary recipe!). Went on to a roasted lobster over corn tamal, almond and red pepper salad, fennel cream. Excellent, could taste each element individually and the whole was sublime. Wait staff great - just don't let the bus people take your plate too soon!",5,"Dined on October 26, 2009"
A very agreeable neighborhood restaurant. The menu is not exciting but the food is well prepared.,4,"Dined on October 24, 2009"
service is somewhat lack but food is uniquely good,4,"Dined on October 22, 2009"
The food was exquisite and very fairly priced. The wine list was outstanding and chosen with great taste.,5,"Dined on October 18, 2009"
"The decor could definitely use some updating. It was a bit...'old' is the best way I could describe. With this location has potential to be a major hot spot. The food is top-notch. By far the best steak I've ever had in my life, and my date said his fish was outstanding. Will definitely go back for that steak!",4,"Dined on October 11, 2009"
"North Square is a bit of an unlikely find. The room is small and L-shaped, below street level under the Washington Square Hotel. But we consider it a neighborhood treasure. Quality food, unpretentious but delicious, very reasonable prices, including their wines, good service, and best of all, a quiet dining environment conducive to conversation.",5,"Dined on October 11, 2009"
"Well-presented, excellent food. The waitress was overly accommodating! The price-fix menu is an awesome deal and they have a price-conscious wine list. Definitely a great place to frequent on a date, or with friends!",4,"Dined on October 11, 2009"
"We love the consisency of their food. The menu changes periodically, but the old favorites--char, rack of lamb, duck breast--are always around. Imagine combinations of veggies and grains with every main course. It's better than good home cooking.",4,"Dined on October 8, 2009"
Excellent food and service.,4,"Dined on October 8, 2009"
"Food was well presented, good, and fairly priced. Service was attentive without being overbearing. A solid choice in the neighborhood. .Scallops were excellent and lamb was done perfectly. The arugala salad with figs was especially good.",4,"Dined on October 4, 2009"
Top of the line meals with a reasonable bottom line.,5,"Dined on October 4, 2009"
Just a terrific place with outstanding food. ....It is a must for anyone who wants a wonderful Brunch in NYC that won't break the bank but wants good food ....,5,"Dined on September 28, 2009"
"Absolutely wonderful! A great way to spend an afternoon lunch with a close friend, stranger or loved one. Great food and the portions were perfect! Will definately return.",4,"Dined on September 25, 2009"
"As always my meal at Northsquare was wonderful. The meat, fish and vegetables are all delicious and the service makes you feel comfortable. Nice selection of reasonably priced wines by the glass.",5,"Dined on September 22, 2009"
A delicious brunch with fresh ingredients and exquisite flavors!,5,"Dined on September 21, 2009"
"Very beautiful west village cozy restaurant with great food, excellent service. Went there on
a first date and was very comfortable. We took our time and talked a lot and the wait service was very patient, but attentive.",4,"Dined on September 19, 2009"
North Square is a consistent favorite. The food is delicious. I love the fish dishes especially and the wonderful sides that come with all the entrees such as cauliflower mash and garlicky greens. Last time I was there I had a key lime pie tart to die for. Also important to me is that you can actually have a conversation that does not involve shouting with your dining partners. The tables are spaced to provide privacy and the low ceiling keeps the noise level lively but not oppressive.,5,"Dined on September 11, 2009"
"A lovely gem near the park and NYU which offeers very good food, great wines but not well known ones, and the service is most accommodating.",3,"Dined on September 9, 2009"
"I had a wonderful dinner, evening and experience. Food-great, service-outstanding",5,"Dined on September 9, 2009"
Excellent food & service. This is definitely a neighborhood gem.,5,"Dined on September 6, 2009"
"A lovely space in a great, central location. The menu was quite appealing, with extensive offerings and an interesting way of offering the standard dishes but then offering the same food a la carte with sides so that diners can mix and match their sides with their mains. Everything was well presented, and the fish dishes we all ordered were well cooked, but, unfortunately, the flavors were not as appealing as I'd hoped. My spinach salad with mushrooms just didn't taste that good, and the side of spinach I ordered with the halibut wasn't flavorful. Desserts were quite good, particularly the chocolate mousse with caramel and Heath bar bits. Would return if someone else wanted to go, but I don't think I'll go out of my way to go again.",3,"Dined on August 27, 2009"
GREAT FOOD- WAITERS VERY FRIENDLY,4,"Dined on August 27, 2009"
"A fine place for grownups. I've been there several times with groups of friends, and always enjoyed the food and the ambience. Very nice.",4,"Dined on August 27, 2009"
"This is a great little spot, if you don't mind a slightly grandparent-oriented age group. Second time I ate here, and the food is very solid. Pretty basic food, jazzed up with nice seasonal touches. It's a little expensive, esp. the drinks, but I generally worth it. And it's very easy to hear your companion(s). Definitely one of the more reliable places in this neighborhood, which goes a little too NYU-undergrad in general. Definitely would recommend this place.",4,"Dined on August 25, 2009"
"Very attentive staff - they picked-up that one of our party was celebrating a birthday, and brought complimentary after dinner drinks and put a candle on her dessert. Very thoughtful.",4,"Dined on August 17, 2009"
"Service, abmiance and food was all excellent. A great find! Will be back very soon.",4,"Dined on August 15, 2009"
"I really loved this resturant. The food was excellent, the atmosphere tranquil and inviting. The service was spot on and the big plus was it was quite enough to have a conversation without shooting. For bread and desert afficiandos like I am I give this resturant seven stars.",5,"Dined on August 8, 2009"
"I had brunch here and in tough times like this- the brunch menu was fiscally AMAZING. First, I love that chicken sausage is the staple here. Second, the prices are affordable and the food is of very high quality. I was very happy with my Pumpkin Pecan pancakes (fruit and chicken sausage included)and truly had a tasty and affordable meal! I will definitely return!",4,"Dined on August 2, 2009"
We had an excellent dinner and a very nice overall experience. Excellent service!,4,"Dined on July 31, 2009"
"We have dined at North Square many times and have never been disappointed. The food is always consistent and delicious and the
staff welcoming, warm and helpful. A real gem in every respect, including the price.",5,"Dined on July 30, 2009"
I've eaten at North Square many times and have never been disappointed. The food is exceptional and excellently prepared and served. The hosts are gracious. The atmosphere quiet and romantic. The food in particularly is wonderful. I've eaten at Babbo's just across the street and I find the food at North Square far superior.,5,"Dined on July 25, 2009"
Lovely neighborhood gem. Good food and good service. Will return as it was an enjoyable experience.,3,"Dined on July 21, 2009"
A good experience in every way.,5,"Dined on July 19, 2009"
The prix fix for restaurant week was great. The service wasn't amazing but the food was satisfactory and the ambiance was very cozy.,3,"Dined on July 18, 2009"
"Good food, attentive service, but felt like a hotel restaurant in a time warp from the '80's. Bar in the back was a little quiet as well (it was a Friday).",3,"Dined on July 18, 2009"
"Although there are only 2 tables with any sort of ""view"", an after dinner walk through the square will suffice. We decided to try this place for restaurant week as the menu resembled those of the greats - arctic char, braised short ribs, scallops, risotto and tartar. And the general reaction was... nice try. It seemed as if the menu was just a little bit out of their league. Any flavors they tried to instill were not developed enough. The halibut and short ribs were underwhelming and boring. The horseradish mashed potatoes did not say horserasish at all. And the best part of the meal was the side of cauliflower mash. Plus the room felt like it should have been dressed up more. The dark wood tables felt publike. Nice staff though.",2,"Dined on July 17, 2009"
"Everything was fine but nothing was outstanding. My friend got the Restaurant Week menu and said his paella was dry. I ordered French fries that came out soggy. The server was friendly, but service in the restaurant overall seems like it could be a lot more professional. Both food and service could be kicked up a notch. On the plus side: prices were generally reasonable. I'd go again if I'm in the area but would not go out of my way to make a trip.",2,"Dined on July 16, 2009"
we went for restaurant week. the duck confit was tasty and the seafood paella was well seasoned. i was disappointed in the red velvet cake--way too dry. the caramel and bananas that accompanied the dessert were the best thing on the dessert plate.,3,"Dined on July 15, 2009"
"North Square is a great neighborhood restaurant with excellent food and service. The salads (in particular the chopped salad and the endive salad) are excellent appetizers. The menu has something for everyone (regular entrees, ala carte, prix fixe) and is regularly changed so it never gets old. There are always a number of fish and seafood options. The lobster and scallops are very good. The long island duck, chicken and filet mignon entrees are good choices too. Desserts are inventive (I like the black and white sundae in particular). Prices are reasonable and represent good value. The bar is well stocked and a great place for a quiet conversation. The bar menu is also a good option (specifically the burger and polenta sticks).",5,"Dined on July 12, 2009"
It's always a pleasure to dine at North Square. Top notch food in a low key setting.,4,"Dined on July 12, 2009"
"This is a lovely, small, quality venue -- great choice for lunch when I was celebrating a dear friend's birthday. Comfortable tables and booths with lovely art and lighting, space far apart enough for quiet conversation. Careful & attentive staff, creative luncheon entrees with home-baked breads and cookies (try the ginger snaps) and a sinfully spectacular chocolate dessert -- North Square did not disappoint us in any way! Try it, you'll love it. I'm definitely going back.",5,"Dined on July 10, 2009"
My dining experience was quite lovely the staff was very attentive. Overall I would definitely recommend to others and also return there myself.,4,"Dined on July 4, 2009"
"Some of the best food in the city. It is quiet, the service is perfect and the menu choices are great. Best of all, the food is terrific.",5,"Dined on July 3, 2009"
"Friendly staff, cozy space, smart decor, excellent food preparation/presentation. Will definitely frequent often.",5,"Dined on June 26, 2009"
"I'm very fond of this restaurant and have always had a good experience eating here.  Recently I entertained my sister at dinner and it was a special treat for her.  My sister had the wonderful, full of variety Chopped Salad and Halibut.  I had the Monkfish and a soup (can't quite remember exactly) and a nice dessert on a nicely priced special.  The service is discreet, expert and attentive.  The room is very attractive -- mission wood is the feeling I get -- with pleasant and slightly campy drawings of movie stars.  It's conveniently located on Washington Square in Greenwich Village.  A most pleasant dining experience.",4,"Dined on June 24, 2009"
"My idea of a great NYC restaurant. Small, intimate, space with excellent, interesting food at very fair prices. Efficient service, well paced meal. Consistent restaurant and a very nice bar.",5,"Dined on June 22, 2009"
Service was attentive. Food was delicious. My rack of lamb was perfect.,4,"Dined on June 14, 2009"
"The prices were very reasonable. All of the ingredients were very fresh tasting, but the dishes could have used more layers of flavor, more spices.",3,"Dined on June 7, 2009"
"As always, excellent food, very good service, and most of all, quiet enough for real conversation. We return, again and again.",4,"Dined on June 6, 2009"
"This is a restaurant I simply do not miss whenever I am in New York!! No matter how busy or where I am in the city, this amazing place is always worth the trip. The blend of flavors always delights us. The food is creative, unique and always perfect!",5,"Dined on June 3, 2009"
"I will tell you all a secret...this restaurant is a true find!! Great brunch, reasonable prices and jazz....can't beat it!!",4,"Dined on May 25, 2009"
"Three of us had an excellent lunch.  The food was interesting and well prepared, service was solicitous, and the restaurant was quiet enough for civilized conversation.",4,"Dined on May 20, 2009"
Recently had dinner on a Saturday night. Great experience. The food was delicious and the service outstanding. I would definitely go again.,4,"Dined on May 17, 2009"
"I love this place. The menu is eclectic, and there isn't any one dish that I would describe as fabulous, but everything that I or my tablemates have ever ordered has been well-prepared and very tasty, usually with some nice, original touches. I could eat the tuna tartare everyday (though probably not a good idea, given health warnings about excessive consumption of raw tuna), and I love the arugula salad with figs. There's always an interesting (and changing) list of wines by the glass, and the bread basket is outstanding. I also like the art deco decor. But for me the best thing about this place is that it's completely un-hip. People go there who are interested in having a real conversation, and it's always nice and quiet.",4,"Dined on May 15, 2009"
Excellent and interesting food--well prepared with enough variety to satisfy all the dietary quirks of our large group. Highly recommended.,4,"Dined on May 13, 2009"
"A veritable gem in a neighborhood with surprisingly few dining options. This is a restaurant with flavorful, carefully prepared and presented American cuisine at a reasonable price. Service and ambiance make the experience thoroughly enjoyable.",4,"Dined on May 5, 2009"
"It's one of my favorites. Wonderful flowers, terrific food, great wine list, good selection of draft beers. It's the main reason to recommend Washington Square Hotel to visitors. Every taste, from vegan to carnivore, is anticipated.",4,"Dined on May 4, 2009"
"Our second trip to North Square which means we have rally enjoyed it- we go to NYC once a year. The food is straight- forward, tasty, ""clean-cut"" flavors, service is there, and without intrusion. My scallops were delicious. Alas, they had sold out of our firt choice of wine, but they did have our second choice",5,"Dined on April 19, 2009"
When we lived in NYC this was a favorite restaurant. We had dinner there on Saturday and it did not disappoint. The menu is interesting and varied and the food as always was delicious. Nice selection of wines by the glass. Excellent service!,5,"Dined on April 19, 2009"
"The dining experience was a disappointment. The wines by the glass were poor, service indifferent, rather slow. The food was good but indistinguishable from any other place that serves better than average food. Prices were okay.",3,"Dined on April 18, 2009"
Great brunch menu in this cute little restaurant attached to the North Square hotel tight by Washington Square Park.,4,"Dined on April 12, 2009"
Very good food a fairly reasonable prices. The prix fixe lunch was a very good value.,4,"Dined on April 7, 2009"
"Good food and excellent value in a great location. It's not a scene at all; it attracts an older crowd, some of whom I assumed were connected to the NYU community. The decor is pretty, the service pleasant. It's a great place to take people who are allergic to trendy, noisy hotspots but want an intelligent and civilized meal out.",3,"Dined on April 5, 2009"
Wonderful dining experience. Food was delicious. Molten chocolate cake topped off the evening perfectly. Cannot wait to dine there again!,4,"Dined on March 29, 2009"
"We were pleased to discover North Square--we used to go to the same place when it was C-3 and it was one of our favorites. I think this will become a favorite too--the menu is interesting and varied, prices very fair, service excellent and location convenient. I would like to return and try other menu items before I give it an outstanding review but it was definitely excellent and worth returning to.",4,"Dined on March 29, 2009"
"Very pleasant atmosphere, not crowded and great selection of homey brunch food!",4,"Dined on March 28, 2009"
"The Tuna Tartare appetizer was excellent. The half-priced bottle of red wine we had was also very good. We were less enthralled with the Char (Salmon) entree my wife and I had.

The main problem our group of four had was a continually screaming child at a nearby table, but I would try the restaurant again.

Martin Sterenbuch",4,"Dined on March 22, 2009"
i've responded before = lucky to have this restaurant in the neighborhood.,5,"Dined on March 19, 2009"
"I go to North Square frequently. I like it's cozy, adult ambience. The hostess and wait staff were so friendly and helpful -- a real pleasure. Food was very nice as well. I also very much appreciated getting to choose a wine from their restaurant week menu which was an excellent value!",4,"Dined on March 6, 2009"
"Wonderful!!! Easy for conversations, sweet bar/lounge area, GREAT FOOD & WINES!!!!",5,"Dined on March 6, 2009"
"Tucked in the lower level. Feels private, intimate and local. The food was good and service was great. It's a great place to have a real conversation.",3,"Dined on March 4, 2009"
"delicious food. excellent wines at really good prices (some wines were on sale for 1/2 price). Really good waitress. Quiet, pretty. All in all an excellent dining experience.",4,"Dined on March 2, 2009"
"we went with another couple saturday nite on a friends recommendation. we loved the restaurant overall. the food was delicious, prices quite reasonable and the place was very ptetty. we stepped into the lobby of the hotel which was very charming. we found parking on the street always a bonus and we love the neighborhood. the service was a little slow and i felt like they had only one waitress. we waited quite a long time for appetizers but they were worth waiting for and the company we were with was good,so it wasnt that big of a deal. would definately tell friends to go, for the price the food was really much better than many other recent places weve been to even with restaurant week specials. they were not booked fully hope they can make",4,"Dined on March 1, 2009"
Great Time!!! Excellent Restaurant,5,"Dined on March 1, 2009"
"North Square is a good place in the neighborhood for a good substantial meal - it's not a special place, but a reliable place - a good place for a business dinner, for example",3,"Dined on February 26, 2009"
a lovely neighborhood place. try playing mix and match appitizers and sides... the experience is always a positive alchemy. dinner always improves my day... an escape from the bad and an enhancement of the good.,5,"Dined on February 18, 2009"
"We had a wonderful evening. The restaurant provided everything needed for a pleasant meal. One note: the clientele seemed to be surprising 'mature' for the neighborhood.

DJ",3,"Dined on February 16, 2009"
